Height,Weight,Sex,Shifted Height,Shifted Weight,Sex,,Avg height,Avg weight
164.29,63.88,Male,2.939573333,-4.52061,1,,,
171.62,57.53,Male,10.26957333,-10.87061,1,,,
183.78,79.9,Male,22.42957333,11.49939,1,,,
170.37,78.66,Male,9.019573333,10.25939,1,,,
153.69,67.01,Female,-7.660426667,-1.39061,0,,,
145.97,60.17,Female,-15.38042667,-8.23061,0,,,
137.34,60.01,Female,-24.01042667,-8.39061,0,,,
146.9,60.19,Female,-14.45042667,-8.21061,0,,,
166.05,58.08,Female,4.699573333,-10.32061,0,,,
185.04,83.9,Male,23.68957333,15.49939,1,,,
138.42,56.33,Female,-22.93042667,-12.07061,0,,,
160.21,60.27,Male,-1.140426667,-8.13061,1,,,
176.58,91.75,Male,15.22957333,23.34939,1,,,
164.82,46.78,Male,3.469573333,-21.62061,1,,,
142.81,60.23,Female,-18.54042667,-8.17061,0,,,
154.99,60.83,Female,-6.360426667,-7.57061,0,,,
155.62,53.7,Female,-5.730426667,-14.70061,0,,,
141.28,41.34,Female,-20.07042667,-27.06061,0,,,
124.8,55.6,Female,-36.55042667,-12.80061,0,,,
179.55,65.47,Male,18.19957333,-2.93061,1,,,
170.37,80.14,Male,9.019573333,11.73939,1,,,
147.09,59.4,Male,-14.26042667,-9.00061,1,,,
175.47,92.24,Male,14.11957333,23.83939,1,,,
179.51,71.78,Male,18.15957333,3.37939,1,,,
184.66,71.12,Male,23.30957333,2.71939,1,,,
150,61.61,Female,-11.35042667,-6.79061,0,,,
153.14,56.27,Female,-8.210426667,-12.13061,0,,,
145.27,64.31,Female,-16.08042667,-4.09061,0,,,
146.44,39.18,Female,-14.91042667,-29.22061,0,,,
169.23,62.52,Male,7.879573333,-5.88061,1,,,
149.29,54.02,Female,-12.06042667,-14.38061,0,,,
160.7,68.59,Female,-0.650426667,0.18939,0,,,
169.22,62.08,Male,7.869573333,-6.32061,1,,,
178.54,77.47,Male,17.18957333,9.06939,1,,,
153,71.48,Male,-8.350426667,3.07939,1,,,
165.7,72.21,Male,4.349573333,3.80939,1,,,
138.86,77.1,Female,-22.49042667,8.69939,0,,,
135.57,49.18,Female,-25.78042667,-19.22061,0,,,
158.27,68.5,Male,-3.080426667,0.09939,1,,,
180.53,100.69,Male,19.17957333,32.28939,1,,,
148.59,96.66,Male,-12.76042667,28.25939,1,,,
164.62,62.73,Male,3.269573333,-5.67061,1,,,
171.69,65.18,Male,10.33957333,-3.22061,1,,,
155.38,56.2,Female,-5.970426667,-12.20061,0,,,
163.92,68.82,Female,2.569573333,0.41939,0,,,
143.58,61.51,Female,-17.77042667,-6.89061,0,,,
163.96,64.89,Female,2.609573333,-3.51061,0,,,
157.96,63.22,Male,-3.390426667,-5.18061,1,,,
150.3,68.85,Female,-11.05042667,0.44939,0,,,
166.37,50.55,Female,5.019573333,-17.85061,0,,,
170.68,84.27,Male,9.329573333,15.86939,1,,,
173.55,90.62,Male,12.19957333,22.21939,1,,,
145.88,64.07,Female,-15.47042667,-4.33061,0,,,
147.93,71.29,Female,-13.42042667,2.88939,0,,,
147.96,43.76,Female,-13.39042667,-24.64061,0,,,
160.24,91.12,Male,-1.110426667,22.71939,1,,,
185.94,70.24,Male,24.58957333,1.83939,1,,,
175.12,83,Male,13.76957333,14.59939,1,,,
182.02,67,Male,20.66957333,-1.40061,1,,,
172.24,86.04,Male,10.88957333,17.63939,1,,,
165.88,69.86,Male,4.529573333,1.45939,1,,,
136.21,76.65,Female,-25.14042667,8.24939,0,,,
148.08,49.96,Female,-13.27042667,-18.44061,0,,,
159.9,46.36,Female,-1.450426667,-22.04061,0,,,
176.97,81.72,Male,15.61957333,13.31939,1,,,
169.88,87.5,Male,8.529573333,19.09939,1,,,
180.63,92.13,Male,19.27957333,23.72939,1,,,
169.99,64.93,Male,8.639573333,-3.47061,1,,,
166.02,51.23,Female,4.669573333,-17.17061,0,,,
146.32,64.31,Female,-15.03042667,-4.09061,0,,,
163.08,115.18,Male,1.729573333,46.77939,1,,,
179.05,71.73,Male,17.69957333,3.32939,1,,,
154.43,72.23,Female,-6.920426667,3.82939,0,,,
151.3,68.12,Female,-10.05042667,-0.28061,0,,,
153.41,46.39,Female,-7.940426667,-22.01061,0,,,
154.97,70.42,Female,-6.380426667,2.01939,0,,,
144.32,42.22,Female,-17.03042667,-26.18061,0,,,
163.65,91.44,Male,2.299573333,23.03939,1,,,
174.61,62.65,Male,13.25957333,-5.75061,1,,,
172.6,107.18,Male,11.24957333,38.77939,1,,,
157.52,49.18,Male,-3.830426667,-19.22061,1,,,
133.11,47.9,Female,-28.24042667,-20.50061,0,,,
126.64,62.6,Female,-34.71042667,-5.80061,0,,,
140.07,57.88,Female,-21.28042667,-10.52061,0,,,
174.88,73.12,Male,13.52957333,4.71939,1,,,
161.43,60.27,Female,0.079573333,-8.13061,0,,,
190.23,75.1,Male,28.87957333,6.69939,1,,,
177.11,80.56,Male,15.75957333,12.15939,1,,,
170.65,47.03,Male,9.299573333,-21.37061,1,,,
151.32,59.83,Female,-10.03042667,-8.57061,0,,,
162.43,92.97,Male,1.079573333,24.56939,1,,,
173.52,66.44,Male,12.16957333,-1.96061,1,,,
146.89,45.56,Female,-14.46042667,-22.84061,0,,,
147.41,78.43,Female,-13.94042667,10.02939,0,,,
164.81,90.42,Male,3.459573333,22.01939,1,,,
161.95,55.73,Female,0.599573333,-12.67061,0,,,
3050,39.16,Female,2888.649573,-29.24061,0,,,
177.41,76.17,Male,16.05957333,7.76939,1,,,
174.52,85.34,Male,13.16957333,16.93939,1,,,
163.66,71.15,Male,2.309573333,2.74939,1,,,
181.62,73.81,Male,20.26957333,5.40939,1,,,
153.47,64.68,Female,-7.880426667,-3.72061,0,,,
154.53,80.57,Female,-6.820426667,12.16939,0,,,
157.17,53.26,Female,-4.180426667,-15.14061,0,,,
131.38,68.44,Female,-29.97042667,0.03939,0,,,
161.07,31.75,Female,-0.280426667,-36.65061,0,,,
167.87,69.69,Male,6.519573333,1.28939,1,,,
173.34,59.42,Male,11.98957333,-8.98061,1,,,
173.28,98.7,Male,11.92957333,30.29939,1,,,
165.68,46.3,Male,4.329573333,-22.10061,1,,,
153.33,73.61,Male,-8.020426667,5.20939,1,,,
151.58,38.47,Female,-9.770426667,-29.93061,0,,,
171.97,42.83,Female,10.61957333,-25.57061,0,,,
134.92,39.84,Female,-26.43042667,-28.56061,0,,,
150.8,71.5,Female,-10.55042667,3.09939,0,,,
132.54,60.02,Female,-28.81042667,-8.38061,0,,,
160.86,93.33,Male,-0.490426667,24.92939,1,,,
171.87,101.19,Male,10.51957333,32.78939,1,,,
142.3,60.44,Female,-19.05042667,-7.96061,0,,,
164.88,50.62,Female,3.529573333,-17.78061,0,,,
167.53,45.83,Female,6.179573333,-22.57061,0,,,
126.23,54.74,Female,-35.12042667,-13.66061,0,,,
169.76,57.93,Male,8.409573333,-10.47061,1,,,
170.41,95.04,Male,9.059573333,26.63939,1,,,
173.6,66.58,Male,12.24957333,-1.82061,1,,,
148.7,66.33,Female,-12.65042667,-2.07061,0,,,
141.16,68.23,Female,-20.19042667,-0.17061,0,,,
140.48,45.18,Female,-20.87042667,-23.22061,0,,,
168.46,37.38,Female,7.109573333,-31.02061,0,,,
155.98,74.85,Male,-5.370426667,6.44939,1,,,
135.67,59.73,Female,-25.68042667,-8.67061,0,,,
138.57,66.35,Female,-22.78042667,-2.05061,0,,,
161.53,58.2,Female,0.179573333,-10.20061,0,,,
164.95,59.01,Male,3.599573333,-9.39061,1,,,
134.36,63.06,Female,-26.99042667,-5.34061,0,,,
152.38,50.98,Female,-8.970426667,-17.42061,0,,,
189.78,65,Male,28.42957333,-3.40061,1,,,
182.59,69.32,Male,21.23957333,0.91939,1,,,
172.7,80.48,Male,11.34957333,12.07939,1,,,
146.7,87.72,Male,-14.65042667,19.31939,1,,,
154.77,73.45,Male,-6.580426667,5.04939,1,,,
151.98,78.55,Female,-9.370426667,10.14939,0,,,
144.22,77.71,Female,-17.13042667,9.30939,0,,,
131.81,68.16,Female,-29.54042667,-0.24061,0,,,
174.6,55.84,Male,13.24957333,-12.56061,1,,,
176.06,60.2,Male,14.70957333,-8.20061,1,,,
177.54,87.38,Male,16.18957333,18.97939,1,,,
161.42,67.31,Female,0.069573333,-1.09061,0,,,
163.98,60.56,Female,2.629573333,-7.84061,0,,,
151.45,71.6,Female,-9.900426667,3.19939,0,,,
166.56,91.67,Female,5.209573333,23.26939,0,,,
164.23,47.14,Female,2.879573333,-21.26061,0,,,
131.93,71.16,Female,-29.42042667,2.75939,0,,,
179.46,91.73,Male,18.10957333,23.32939,1,,,
174.11,75.87,Male,12.75957333,7.46939,1,,,
161.52,101.57,Male,0.169573333,33.16939,1,,,
154.74,64.53,Female,-6.610426667,-3.87061,0,,,
147.49,51.36,Female,-13.86042667,-17.04061,0,,,
154.2,73.94,Female,-7.150426667,5.53939,0,,,
192.72,61.43,Male,31.36957333,-6.97061,1,,,
183.98,87.37,Male,22.62957333,18.96939,1,,,
172.4,69.83,Male,11.04957333,1.42939,1,,,
183.34,62.63,Male,21.98957333,-5.77061,1,,,
166.79,102.45,Male,5.439573333,34.04939,1,,,
174.91,69.23,Male,13.55957333,0.82939,1,,,
145.86,43.67,Female,-15.49042667,-24.73061,0,,,
160.13,65.9,Female,-1.220426667,-2.50061,0,,,
170.25,81.59,Male,8.899573333,13.18939,1,,,
158.07,88.2,Male,-3.280426667,19.79939,1,,,
186.2,71.22,Male,24.84957333,2.81939,1,,,
179.16,89.29,Male,17.80957333,20.88939,1,,,
168.69,84,Female,7.339573333,15.59939,0,,,
134.61,71.45,Female,-26.74042667,3.04939,0,,,
169.49,65.55,Female,8.139573333,-2.85061,0,,,
160.21,90.34,Female,-1.140426667,21.93939,0,,,
159.3,75.94,Male,-2.050426667,7.53939,1,,,
176.63,92.94,Male,15.27957333,24.53939,1,,,
172.77,76.16,Male,11.41957333,7.75939,1,,,
132.89,88.32,Female,-28.46042667,19.91939,0,,,
141.82,60.46,Female,-19.53042667,-7.94061,0,,,
150.01,73.75,Female,-11.34042667,5.34939,0,,,
171.6,72.51,Female,10.24957333,4.10939,0,,,
155.12,71.19,Female,-6.230426667,2.78939,0,,,
151.28,62.58,Female,-10.07042667,-5.82061,0,,,
164.6,72.1,Male,3.249573333,3.69939,1,,,
157.03,50.46,Female,-4.320426667,-17.94061,0,,,
124.91,75.96,Female,-36.44042667,7.55939,0,,,
144.02,76.88,Female,-17.33042667,8.47939,0,,,
175.61,81.23,Male,14.25957333,12.82939,1,,,
181.14,83.77,Male,19.78957333,15.36939,1,,,
190.65,42.22,Male,29.29957333,-26.18061,1,,,
195.93,83.22,Male,34.57957333,14.81939,1,,,
167.02,78.84,Male,5.669573333,10.43939,1,,,
148.6,68.19,Female,-12.75042667,-0.21061,0,,,
133.25,70.23,Female,-28.10042667,1.82939,0,,,
140.72,59.4,Female,-20.63042667,-9.00061,0,,,
178.8,68.24,Male,17.44957333,-0.16061,1,,,
198.57,65.99,Male,37.21957333,-2.41061,1,,,
166.09,80.55,Male,4.739573333,12.14939,1,,,
174.26,90.37,Male,12.90957333,21.96939,1,,,
173.85,74.65,Male,12.49957333,6.24939,1,,,
157.48,62.53,Female,-3.870426667,-5.87061,0,,,
147.33,59.92,Female,-14.02042667,-8.48061,0,,,
163.5,71.14,Male,2.149573333,2.73939,1,,,
177.37,101.32,Male,16.01957333,32.91939,1,,,
155.81,98.82,Male,-5.540426667,30.41939,1,,,
136.76,75.84,Female,-24.59042667,7.43939,0,,,
140.89,72.76,Female,-20.46042667,4.35939,0,,,
161.79,47.18,Female,0.439573333,-21.22061,0,,,
166.94,51.87,Female,5.589573333,-16.53061,0,,,
138.65,44.33,Female,-22.70042667,-24.07061,0,,,
147,60.43,Female,-14.35042667,-7.97061,0,,,
121.75,50.61,Female,-39.60042667,-17.79061,0,,,
176.91,48.75,Male,15.55957333,-19.65061,1,,,
147.31,51.34,Female,-14.04042667,-17.06061,0,,,
140.68,52.76,Female,-20.67042667,-15.64061,0,,,
153.94,61.44,Female,-7.410426667,-6.96061,0,,,
177.71,92.83,Male,16.35957333,24.42939,1,,,
162.39,86.02,Male,1.039573333,17.61939,1,,,
173.68,52.16,Male,12.32957333,-16.24061,1,,,
164.48,61.84,Male,3.129573333,-6.56061,1,,,
171,58.34,Male,9.649573333,-10.06061,1,,,
130.13,69.34,Female,-31.22042667,0.93939,0,,,
143.26,47.53,Female,-18.09042667,-20.87061,0,,,
154.87,61.88,Female,-6.480426667,-6.52061,0,,,
166.1,60.15,Female,4.749573333,-8.25061,0,,,
171.18,100.8,Male,9.829573333,32.39939,1,,,
170.16,85.54,Male,8.809573333,17.13939,1,,,
165.23,107.34,Male,3.879573333,38.93939,1,,,
160.85,92.69,Male,-0.500426667,24.28939,1,,,
144.55,46.61,Female,-16.80042667,-21.79061,0,,,
142.43,47.02,Female,-18.92042667,-21.38061,0,,,
139.9,61.12,Female,-21.45042667,-7.28061,0,,,
177.43,74.79,Female,16.07957333,6.38939,0,,,
177.56,102.18,Male,16.20957333,33.77939,1,,,
180.87,61.17,Male,19.51957333,-7.23061,1,,,
161.46,71.89,Male,0.109573333,3.48939,1,,,
148.55,72.56,Female,-12.80042667,4.15939,0,,,
153.92,52.42,Female,-7.430426667,-15.98061,0,,,
172.06,53.22,Male,10.70957333,-15.18061,1,,,
138.06,66.99,Female,-23.29042667,-1.41061,0,,,
133.16,66.54,Female,-28.19042667,-1.86061,0,,,
168.64,57.37,Male,7.289573333,-11.03061,1,,,
175.89,58.92,Male,14.53957333,-9.48061,1,,,
173.5,53.69,Male,12.14957333,-14.71061,1,,,
150.12,53.73,Female,-11.23042667,-14.67061,0,,,
142.66,67.18,Female,-18.69042667,-1.22061,0,,,
157.56,72.8,Male,-3.790426667,4.39939,1,,,
173.68,60.49,Male,12.32957333,-7.91061,1,,,
171.2,57.19,Male,9.849573333,-11.21061,1,,,
168.1,67.26,Female,6.749573333,-1.14061,0,,,
157.05,78.64,Female,-4.300426667,10.23939,0,,,
141.93,52.43,Female,-19.42042667,-15.97061,0,,,
130.47,58.36,Female,-30.88042667,-10.04061,0,,,
154.09,95.19,Male,-7.260426667,26.78939,1,,,
156.01,58.8,Male,-5.340426667,-9.60061,1,,,
152.75,63.42,Female,-8.600426667,-4.98061,0,,,
166.3,40.6,Female,4.949573333,-27.80061,0,,,
156.71,79.21,Male,-4.640426667,10.80939,1,,,
157.59,83.35,Male,-3.760426667,14.94939,1,,,
164.67,65.84,Male,3.319573333,-2.56061,1,,,
161.81,107.86,Male,0.459573333,39.45939,1,,,
169.53,76.65,Male,8.179573333,8.24939,1,,,
160.07,92.95,Male,-1.280426667,24.54939,1,,,
163.9,94.31,Male,2.549573333,25.90939,1,,,
169.66,84.91,Male,8.309573333,16.50939,1,,,
143.11,66.5,Female,-18.24042667,-1.90061,0,,,
152.13,91.14,Female,-9.220426667,22.73939,0,,,
150.48,42.84,Female,-10.87042667,-25.56061,0,,,
129.27,62.56,Female,-32.08042667,-5.84061,0,,,
184.96,76.42,Male,23.60957333,8.01939,1,,,
133.28,58.86,Female,-28.07042667,-9.54061,0,,,
143.31,55.55,Female,-18.04042667,-12.85061,0,,,
158.4,59.91,Female,-2.950426667,-8.49061,0,,,
147.23,62.32,Female,-14.12042667,-6.08061,0,,,
146.34,66.85,Female,-15.01042667,-1.55061,0,,,
182.59,73.82,Male,21.23957333,5.41939,1,,,
158.51,88.8,Male,-2.840426667,20.39939,1,,,
150.88,57.51,Female,-10.47042667,-10.89061,0,,,
148.83,64.8,Female,-12.52042667,-3.60061,0,,,
141.97,45.79,Female,-19.38042667,-22.61061,0,,,
183.26,65.49,Male,21.90957333,-2.91061,1,,,
165.14,72.21,Male,3.789573333,3.80939,1,,,
173.24,62.2,Male,11.88957333,-6.20061,1,,,
147.77,58.55,Female,-13.58042667,-9.85061,0,,,
140.66,61.48,Female,-20.69042667,-6.92061,0,,,
146.38,72.48,Female,-14.97042667,4.07939,0,,,
159.41,92.46,Male,-1.940426667,24.05939,1,,,
173.01,70.89,Male,11.65957333,2.48939,1,,,
154.76,71.94,Male,-6.590426667,3.53939,1,,,
167.9,90.43,Male,6.549573333,22.02939,1,,,
195.43,54.14,Male,34.07957333,-14.26061,1,,,
141.67,53.84,Female,-19.68042667,-14.56061,0,,,
153.08,68.79,Female,-8.270426667,0.38939,0,,,
170.64,40.04,Female,9.289573333,-28.36061,0,,,
163.7,81.28,Male,2.349573333,12.87939,1,,,
173.91,74.05,Male,12.55957333,5.64939,1,,,
169.88,55.65,Male,8.529573333,-12.75061,1,,,
166.64,76.18,Male,5.289573333,7.77939,1,,,
176.55,62.91,Male,15.19957333,-5.49061,1,,,
170.74,73.57,Male,9.389573333,5.16939,1,,,
133.99,76.03,Female,-27.36042667,7.62939,0,,,
148.75,64.81,Female,-12.60042667,-3.59061,0,,,
157.9,55.95,Female,-3.450426667,-12.45061,0,,,
138.25,85.08,Female,-23.10042667,16.67939,0,,,
168.93,91.94,Male,7.579573333,23.53939,1,,,
170.88,77.04,Male,9.529573333,8.63939,1,,,
182.72,37.86,Male,21.36957333,-30.54061,1,,,
170.45,50.43,Female,9.099573333,-17.97061,0,,,
136.33,61.3,Female,-25.02042667,-7.10061,0,,,
159.97,61.43,Female,-1.380426667,-6.97061,0,,,
138.63,46.62,Female,-22.72042667,-21.78061,0,,,
145.42,77.48,Female,-15.93042667,9.07939,0,,,
196.92,73.52,Male,35.56957333,5.11939,1,,,
185.12,85.64,Male,23.76957333,17.23939,1,,,
155.79,95.75,Male,-5.560426667,27.34939,1,,,
164.55,75.11,Female,3.199573333,6.70939,0,,,
127.66,69.19,Female,-33.69042667,0.78939,0,,,
152.7,82.01,Female,-8.650426667,13.60939,0,,,
165.81,73.9,Female,4.459573333,5.49939,0,,,
165.23,93.13,Male,3.879573333,24.72939,1,,,
156.36,59.87,Female,-4.990426667,-8.53061,0,,,
147.69,50.67,Female,-13.66042667,-17.73061,0,,,
175.14,62.09,Male,13.78957333,-6.31061,1,,,
179.75,82.28,Male,18.39957333,13.87939,1,,,
155.58,66.76,Female,-5.770426667,-1.64061,0,,,
160.52,57.69,Female,-0.830426667,-10.71061,0,,,
165.23,84.89,Male,3.879573333,16.48939,1,,,
154.24,95.82,Male,-7.110426667,27.41939,1,,,
168.56,89.04,Male,7.209573333,20.63939,1,,,
155.78,62.58,Female,-5.570426667,-5.82061,0,,,
148.62,56,Female,-12.73042667,-12.40061,0,,,
177.58,100.98,Male,16.22957333,32.57939,1,,,
169.5,74.49,Male,8.149573333,6.08939,1,,,
166.73,65.6,Female,5.379573333,-2.80061,0,,,
156.61,50.45,Female,-4.740426667,-17.95061,0,,,
150.13,45.93,Female,-11.22042667,-22.47061,0,,,
163.03,60.35,Male,1.679573333,-8.05061,1,,,
185.51,69.54,Male,24.15957333,1.13939,1,,,
157.28,66.61,Female,-4.070426667,-1.79061,0,,,
135.63,69.24,Female,-25.72042667,0.83939,0,,,
170.41,59.26,Male,9.059573333,-9.14061,1,,,
175.55,75.15,Male,14.19957333,6.74939,1,,,
162.34,92.47,Male,0.989573333,24.06939,1,,,
142.41,83.04,Female,-18.94042667,14.63939,0,,,
149.58,58.35,Female,-11.77042667,-10.05061,0,,,
178.31,75.6,Female,16.95957333,7.19939,0,,,
176.1,58.03,Male,14.74957333,-10.37061,1,,,
176.99,96.46,Male,15.63957333,28.05939,1,,,
149.9,72.59,Female,-11.45042667,4.18939,0,,,
151.82,66.71,Female,-9.530426667,-1.69061,0,,,
160.27,63.81,Male,-1.080426667,-4.59061,1,,,
173.36,111.46,Male,12.00957333,43.05939,1,,,
153.41,92.82,Female,-7.940426667,24.41939,0,,,
132.54,82.2,Female,-28.81042667,13.79939,0,,,
138.41,82.64,Female,-22.94042667,14.23939,0,,,
152.8,74.06,Female,-8.550426667,5.65939,0,,,
153.19,66.45,Female,-8.160426667,-1.95061,0,,,
165.61,62.75,Male,4.259573333,-5.65061,1,,,
166.02,57.89,Male,4.669573333,-10.51061,1,,,
144.66,74.64,Female,-16.69042667,6.23939,0,,,
154.89,53.13,Male,-6.460426667,-15.27061,1,,,
138.79,73.7,Female,-22.56042667,5.29939,0,,,
147.17,44.4,Female,-14.18042667,-24.00061,0,,,
139.98,72.07,Female,-21.37042667,3.66939,0,,,
168.94,65.94,Male,7.589573333,-2.46061,1,,,
185.76,59.77,Male,24.40957333,-8.63061,1,,,
181.77,76.22,Male,20.41957333,7.81939,1,,,
145.38,43.23,Female,-15.97042667,-25.17061,0,,,
138,56.05,Female,-23.35042667,-12.35061,0,,,
148.52,71.46,Female,-12.83042667,3.05939,0,,,
136.94,63.82,Female,-24.41042667,-4.58061,0,,,
155.51,52.66,Female,-5.840426667,-15.74061,0,,,
163.52,98.6,Male,2.169573333,30.19939,1,,,
165.05,67.55,Male,3.699573333,-0.85061,1,,,
151.44,67.02,Female,-9.910426667,-1.38061,0,,,
160.65,61.94,Male,-0.700426667,-6.46061,1,,,
165.91,71.32,Male,4.559573333,2.91939,1,,,
192.09,77.12,Male,30.73957333,8.71939,1,,,
167.44,96.51,Male,6.089573333,28.10939,1,,,
155,38.47,Female,-6.350426667,-29.93061,0,,,
131.55,81.07,Female,-29.80042667,12.66939,0,,,
143.11,68.33,Female,-18.24042667,-0.07061,0,,,
136.36,53.33,Female,-24.99042667,-15.07061,0,,,
164.99,95.6,Male,3.639573333,27.19939,1,,,
165.37,75.82,Male,4.019573333,7.41939,1,,,
176.6,73.92,Male,15.24957333,5.51939,1,,,
190.42,61.75,Male,29.06957333,-6.65061,1,,,
172.78,80.29,Male,11.42957333,11.88939,1,,,
156.9,93.7,Male,-4.450426667,25.29939,1,,,
152.3,60.04,Female,-9.050426667,-8.36061,0,,,
154.27,59.91,Female,-7.080426667,-8.49061,0,,,
135.47,63.38,Female,-25.88042667,-5.02061,0,,,
146.14,44.75,Female,-15.21042667,-23.65061,0,,,
146.45,52.48,Female,-14.90042667,-15.92061,0,,,
186.19,88.46,Male,24.83957333,20.05939,1,,,
176.3,76.05,Male,14.94957333,7.64939,1,,,
164.6,61.13,Male,3.249573333,-7.27061,1,,,
150.65,64.01,Male,-10.70042667,-4.39061,1,,,
154.76,59.05,Female,-6.590426667,-9.35061,0,,,
141.44,58.5,Female,-19.91042667,-9.90061,0,,,
165.4,72.16,Female,4.049573333,3.75939,0,,,
146.93,61.71,Female,-14.42042667,-6.69061,0,,,
153.12,59.95,Female,-8.230426667,-8.45061,0,,,
139.67,88.07,Female,-21.68042667,19.66939,0,,,
161.37,67.24,Male,0.019573333,-1.16061,1,,,
186.81,76.12,Male,25.45957333,7.71939,1,,,
172.54,95.96,Male,11.18957333,27.55939,1,,,
186.45,72.12,Male,25.09957333,3.71939,1,,,
161.45,64.82,Female,0.099573333,-3.58061,0,,,
171.08,103.63,Male,9.729573333,35.22939,1,,,
158.36,49.88,Male,-2.990426667,-18.52061,1,,,
174.39,76.6,Male,13.03957333,8.19939,1,,,
168.88,77.36,Male,7.529573333,8.95939,1,,,
142.5,52.33,Female,-18.85042667,-16.07061,0,,,
144.94,66.88,Female,-16.41042667,-1.52061,0,,,
161.99,47.6,Female,0.639573333,-20.80061,0,,,
149.57,58.53,Female,-11.78042667,-9.87061,0,,,
184.19,56.6,Male,22.83957333,-11.80061,1,,,
154.8,88.64,Male,-6.550426667,20.23939,1,,,
171.55,107.01,Male,10.19957333,38.60939,1,,,
139.15,79.05,Female,-22.20042667,10.64939,0,,,
136.97,61.66,Female,-24.38042667,-6.74061,0,,,
137.43,68.45,Female,-23.92042667,0.04939,0,,,
172.55,63.26,Male,11.19957333,-5.14061,1,,,
160.99,83.19,Male,-0.360426667,14.78939,1,,,
185.31,42.54,Male,23.95957333,-25.86061,1,,,
175.49,54.7,Male,14.13957333,-13.70061,1,,,
164.33,67.53,Male,2.979573333,-0.87061,1,,,
115.94,74.86,Female,-45.41042667,6.45939,0,,,
143.59,44.33,Female,-17.76042667,-24.07061,0,,,
173.29,86.39,Male,11.93957333,17.98939,1,,,
170.73,38.61,Male,9.379573333,-29.79061,1,,,
166.78,65.07,Male,5.429573333,-3.33061,1,,,
170.31,91.63,Male,8.959573333,23.22939,1,,,
152.99,52.2,Female,-8.360426667,-16.20061,0,,,
146.73,36.78,Female,-14.62042667,-31.62061,0,,,
151.3,50.59,Female,-10.05042667,-17.81061,0,,,
157.45,58.71,Female,-3.900426667,-9.69061,0,,,
169.03,47.67,Male,7.679573333,-20.73061,1,,,
164.48,79.26,Male,3.129573333,10.85939,1,,,
170.97,83.98,Male,9.619573333,15.57939,1,,,
170.38,67.19,Male,9.029573333,-1.21061,1,,,
176.37,53.91,Male,15.01957333,-14.49061,1,,,
175.97,65.4,Female,14.61957333,-3.00061,0,,,
148.76,58.97,Female,-12.59042667,-9.43061,0,,,
162.47,48.24,Female,1.119573333,-20.16061,0,,,
147.87,76.61,Female,-13.48042667,8.20939,0,,,
158.31,50.54,Female,-3.040426667,-17.86061,0,,,
189.83,97.51,Male,28.47957333,29.10939,1,,,
182.74,79.43,Male,21.38957333,11.02939,1,,,
153.97,40.04,Female,-7.380426667,-28.36061,0,,,
178.98,90.59,Male,17.62957333,22.18939,1,,,
167.24,81.14,Male,5.889573333,12.73939,1,,,
169.17,89.97,Male,7.819573333,21.56939,1,,,
170.19,66.54,Male,8.839573333,-1.86061,1,,,
161.83,76.71,Female,0.479573333,8.30939,0,,,
158.23,66.27,Female,-3.120426667,-2.13061,0,,,
153.68,79.72,Female,-7.670426667,11.31939,0,,,
135.7,59.54,Female,-25.65042667,-8.86061,0,,,
179.88,76.72,Male,18.52957333,8.31939,1,,,
162.83,79.34,Male,1.479573333,10.93939,1,,,
190.08,78.25,Male,28.72957333,9.84939,1,,,
166.33,60.4,Male,4.979573333,-8.00061,1,,,
153.75,39.29,Female,-7.600426667,-29.11061,0,,,
153.16,35.72,Female,-8.190426667,-32.68061,0,,,
129.48,55.69,Female,-31.87042667,-12.71061,0,,,
136.89,59.48,Female,-24.46042667,-8.92061,0,,,
142.06,60.65,Female,-19.29042667,-7.75061,0,,,
144,61.69,Female,-17.35042667,-6.71061,0,,,
191.22,107.33,Male,29.86957333,38.92939,1,,,
171.17,74.57,Male,9.819573333,6.16939,1,,,
166.14,83.96,Male,4.789573333,15.55939,1,,,
153.37,77.94,Female,-7.980426667,9.53939,0,,,
144.97,65.45,Female,-16.38042667,-2.95061,0,,,
130.59,56.75,Female,-30.76042667,-11.65061,0,,,
168.59,91.54,Male,7.239573333,23.13939,1,,,
170.08,81.62,Male,8.729573333,13.21939,1,,,
161.04,102.7,Male,-0.310426667,34.29939,1,,,
143.02,56.25,Female,-18.33042667,-12.15061,0,,,
154.7,54.05,Female,-6.650426667,-14.35061,0,,,
151.3,75.07,Female,-10.05042667,6.66939,0,,,
160.4,44.63,Female,-0.950426667,-23.77061,0,,,
162.33,44.66,Male,0.979573333,-23.74061,1,,,
163.72,66.02,Male,2.369573333,-2.38061,1,,,
186.24,83.87,Male,24.88957333,15.46939,1,,,
160.9,107.24,Male,-0.450426667,38.83939,1,,,
194.12,62.71,Male,32.76957333,-5.69061,1,,,
148.2,53.85,Female,-13.15042667,-14.55061,0,,,
144.52,63.54,Female,-16.83042667,-4.86061,0,,,
164.36,79.95,Female,3.009573333,11.54939,0,,,
151.77,53.05,Female,-9.580426667,-15.35061,0,,,
175.41,63.02,Male,14.05957333,-5.38061,1,,,
171.64,52.37,Male,10.28957333,-16.03061,1,,,
186.57,52.71,Male,25.21957333,-15.69061,1,,,
172.06,60.83,Male,10.70957333,-7.57061,1,,,
135.23,56.52,Female,-26.12042667,-11.88061,0,,,
156.31,51.61,Female,-5.040426667,-16.79061,0,,,
